episode_id,guest_name,topic,question_order,question_category,is_template_question,question_text,source_path
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,15,general,False,What did “paying the bills with ML” actually look like in your first month?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,16,practical_advice,False,Who gave you the first piece of advice that stuck?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,17,general,False,When did you realise you like ML enough to make it part of your job?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,18,general,False,"How did you first hear about ML Zoomcamp, and why did you decide to start the course?",podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,19,general,False,How did you share half-finished work without feeling exposed?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,20,general,False,"What cadence worked for you: daily notes, weekly recaps, small demos?",podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,21,practical_advice,False,Did the knowledge and skills from ML Zoomcamp directly help you get a job?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-08-18-pastor-soto,Pastor Soto,From Medicine to Machine Learning: How Public Learning Turned into a Career,22,current_focus,False,What are you working on today?,podcast_examples/Podcast/Archive/2025-08-18 - Pastor Soto - From Medicine to Machine Learning_ How Public Learning Turned into a Career.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,1,practical_advice,False,What skills from astronomy unexpectedly helped in your AI work?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,2,general,False,Did you have DS or ML courses at your university?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,3,resources,False,How do you decide what resources to use to learn ML?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,4,general,False,What keeps you motivated during self-learning?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,5,general,False,What do you usually do if you ever feel stuck?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,6,general,False,"Tell us about a project you’re proud of: the problem, the user, and the one decision that changed the outcome.",podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,7,background,False,Could you tell us a bit about your background and the moment you decided to join ML Zoomcamp?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,8,current_focus,False,What were your projects like before ML Zoomcamp?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,9,general,False,What changed during the course?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,10,practical_advice,False,Which skills did you develop during ML Zoomcamp?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,11,current_focus,False,What projects did you work on during ML Zoomcamp?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,12,general,False,What aspects of the Zoomcamp’s design stood out to you?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-09-daniel-egbo,Daniel Egbo,From Astronomy to Applied ML,13,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2025-09-09 - Daniel Egbo - From Astronomy to Applied ML.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,1,general,False,"What’s a misconception about “intelligent assistants” you often encounter, even among ML professionals?",podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,2,general,False,What does an “agent” mean to you in 2025 beyond just a single LLM call?,podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,3,general,False,Where do current agent systems most reliably fail?,podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,4,general,False,"Which job tasks do agents replace, and which do they just accelerate?",podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,5,technical_deep_dive,False,Why is embodiment the next step rather than just improving context windows and tools?,podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,6,general,False,"What innate structures would you incorporate into a physical agent (such as motor primitives and active perception loops), and what must be learned solely from the environment?",podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-15-vadim-smolyakov,Vadim Smolyakov,From Algorithms to Agents: Lessons from Building Copilot,7,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2025-09-15 - Vadim Smolyakov - From Algorithms to Agents_ Lessons from Building Copilot.docx
2025-09-16-micheal-lanham,Micheal Lanham,Lessons from Two Decades of AI,1,practical_advice,False,Do you think reinforcement learning and simulation-driven AI will become more important again in the era of LLMs?,podcast_examples/Podcast/Archive/2025-09-16 - Micheal Lanham - Lessons from Two Decades of AI.docx
2025-09-16-micheal-lanham,Micheal Lanham,Lessons from Two Decades of AI,2,general,False,What kinds of real-world problems do you think agents are best suited for today — and which ones are still hype?,podcast_examples/Podcast/Archive/2025-09-16 - Micheal Lanham - Lessons from Two Decades of AI.docx
2025-09-16-micheal-lanham,Micheal Lanham,Lessons from Two Decades of AI,3,general,False,"When teaching others, what fundamentals do you find people struggle with most — and which ones remain timeless despite all the hype?",podcast_examples/Podcast/Archive/2025-09-16 - Micheal Lanham - Lessons from Two Decades of AI.docx
2025-09-16-micheal-lanham,Micheal Lanham,Lessons from Two Decades of AI,4,practical_advice,True,Are there any books or other resources that you can recommend to the listeners?,podcast_examples/Podcast/Archive/2025-09-16 - Micheal Lanham - Lessons from Two Decades of AI.docx
2025-09-22-aishwarya-jadhav,Aishwarya Jadhav,"Lessons from Applied AI: Tesla, Waymo, and Beyond",1,general,False,What connects these very different domains for you?,"podcast_examples/Podcast/Archive/2025-09-22- Aishwarya Jadhav - Lessons from Applied AI_ Tesla, Waymo, and Beyond.docx"
2025-09-22-aishwarya-jadhav,Aishwarya Jadhav,"Lessons from Applied AI: Tesla, Waymo, and Beyond",2,practical_advice,False,"What skills carried across these domains, and what did you have to relearn from scratch?","podcast_examples/Podcast/Archive/2025-09-22- Aishwarya Jadhav - Lessons from Applied AI_ Tesla, Waymo, and Beyond.docx"
2025-09-22-aishwarya-jadhav,Aishwarya Jadhav,"Lessons from Applied AI: Tesla, Waymo, and Beyond",3,practical_advice,False,What was the most challenging adjustment when moving from financial recommendation systems at Morgan Stanley to perception models at Tesla and Waymo?,"podcast_examples/Podcast/Archive/2025-09-22- Aishwarya Jadhav - Lessons from Applied AI_ Tesla, Waymo, and Beyond.docx"
2025-09-22-aishwarya-jadhav,Aishwarya Jadhav,"Lessons from Applied AI: Tesla, Waymo, and Beyond",4,technical_deep_dive,False,"When you evaluate models for pedestrian or gesture recognition, what metrics or validation methods matter most to decide if they are safe enough to deploy?","podcast_examples/Podcast/Archive/2025-09-22- Aishwarya Jadhav - Lessons from Applied AI_ Tesla, Waymo, and Beyond.docx"
2025-09-22-aishwarya-jadhav,Aishwarya Jadhav,"Lessons from Applied AI: Tesla, Waymo, and Beyond",5,technical_deep_dive,False,What’s an example of a trade-off you’ve had to make between model accuracy and real-time performance in multimodal or perception systems?,"podcast_examples/Podcast/Archive/2025-09-22- Aishwarya Jadhav - Lessons from Applied AI_ Tesla, Waymo, and Beyond.docx"
2025-09-22-dashel-ruiz-perez,Dashel Ruiz Perez,From Semiconductors to Machine Learning: A Career in Data and Teaching,1,general,False,How did ML Zoomcamp help you move deeper into machine learning and engineering roles?,podcast_examples/Podcast/Archive/2025-09-22 - Dashel Ruiz Perez - From Semiconductors to Machine Learning_ A Career in Data and Teaching.docx
2025-09-22-dashel-ruiz-perez,Dashel Ruiz Perez,From Semiconductors to Machine Learning: A Career in Data and Teaching,2,technical_deep_dive,False,What role do you see for frameworks like LangChain in making ML accessible to software developers who aren’t data experts?,podcast_examples/Podcast/Archive/2025-09-22 - Dashel Ruiz Perez - From Semiconductors to Machine Learning_ A Career in Data and Teaching.docx
2025-09-22-dashel-ruiz-perez,Dashel Ruiz Perez,From Semiconductors to Machine Learning: A Career in Data and Teaching,3,story_moments,False,"Are there any books, courses, or other resources you’d recommend to listeners who want to follow a similar path?",podcast_examples/Podcast/Archive/2025-09-22 - Dashel Ruiz Perez - From Semiconductors to Machine Learning_ A Career in Data and Teaching.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,1,general,False,What quick stat or story first made you say that this topic matters?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,2,practical_advice,False,Who needs this advice most right now?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,3,general,False,Who wastes time or money if they ignore this?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,4,general,False,Is there a beginner crowd that keeps asking you about it?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,5,general,False,What’s the natural sequence you’ll walk us through?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,6,general,False,Which single achievement illustrates your credibility?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,7,general,False,How does your current job shape your viewpoint?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,8,general,False,Where does this story begin for you?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,9,general,False,Who or what first pulled you toward the topic?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,10,story_moments,False,"Which events, successes, or stumbles taught you the most?",podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,11,general,False,Is there a theme that keeps coming up in your work/study?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,12,general,False,What fact links present-you to this topic?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,13,general,False,What could they read or try in 15 minutes?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,14,technical_deep_dive,False,What does it take to turn raw data into products that millions of people love to use?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,15,technical_deep_dive,False,"What did you learn about making ML models work well for real people in such a physical, customer-facing place?",podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,16,business_impact,False,Can you share a story where business or product limits shaped the final solution more than the technical side?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,17,general,False,What does deployment and monitoring look like in such a high-stakes environment?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,18,technical_deep_dive,False,"Can you share an example where improving the pipeline — things like Airflow, CI/CD, or Kubernetes — made a big difference for the ML product?",podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,19,technical_deep_dive,False,How do you see the roles of data engineer and ML engineer changing in the next few years?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,20,practical_advice,False,Where can listeners follow your work and see the visualizations you’ve prepared?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,21,practical_advice,False,Are there any books or other resources you would recommend to the listeners?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,22,technical_deep_dive,False,How do data engineering foundations prepare someone for ML system design?,podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-abouzar-abbaspour,Abouzar Abbaspour,From Theme Parks to Tesla: Building Data Products That Work,23,practical_advice,False,"How do you balance business goals, user experience, and technical constraints in recommender systems?",podcast_examples/Podcast/Archive/2025-09-23 -  Abouzar Abbaspour - From Theme Parks to Tesla_ Building Data Products That Work.docx
2025-09-23-ranjitha-kulkarni,Ranjitha Kulkarni,How to Build Reliable AI Assistants:,1,current_focus,False,How did your time at CMU and Microsoft working on speech and language modeling shape how you approach today’s LLM and agent systems?,podcast_examples/Podcast/Archive/2025-09-23 - Ranjitha Kulkarni - How to Build Reliable AI Assistants_.docx
2025-09-23-ranjitha-kulkarni,Ranjitha Kulkarni,How to Build Reliable AI Assistants:,2,general,False,What’s an example where user feedback or behavior forced you to rethink the design of an ML-powered assistant?,podcast_examples/Podcast/Archive/2025-09-23 - Ranjitha Kulkarni - How to Build Reliable AI Assistants_.docx
2025-09-23-ranjitha-kulkarni,Ranjitha Kulkarni,How to Build Reliable AI Assistants:,3,general,False,How do you measure whether an assistant or agent is truly helping the user?,podcast_examples/Podcast/Archive/2025-09-23 - Ranjitha Kulkarni - How to Build Reliable AI Assistants_.docx
2025-09-23-ranjitha-kulkarni,Ranjitha Kulkarni,How to Build Reliable AI Assistants:,4,business_impact,False,"What evaluation methods or metrics turned out to be misleading in practice, and what did you replace them with?",podcast_examples/Podcast/Archive/2025-09-23 - Ranjitha Kulkarni - How to Build Reliable AI Assistants_.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,1,background,True,How would you like us to introduce you?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,2,current_focus,True,What are you currently focused on—projects or themes you’d enjoy discussing?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,3,topic_selection,True,Which topics are you most keen to cover?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,4,topic_selection,True,Are there any topics you’d rather skip or avoid discussing publicly?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,5,practical_advice,False,"What vivid fact, problem, or provocative question will hook listeners?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,6,general,False,What quick stat or story first made you feel this topic matters?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,7,practical_advice,False,What key insight or skill will listeners gain?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,8,practical_advice,False,Who needs this advice most right now?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,9,general,False,Who wastes time or money if they ignore this?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,10,general,False,Is there a beginner group that keeps asking you about this?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,11,story_moments,False,"What 3-5 milestones or ideas should we cover, in order?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,12,business_impact,False,"What’s your role, and what single metric or result links you to this topic?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,13,general,False,How does your current job shape your viewpoint here?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,14,practical_advice,False,"What small action, resource, or reflection would you recommend next?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,15,general,False,Where does this story begin for you?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,16,general,False,Who or what first pulled you toward the topic?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,17,story_moments,False,"Which events, successes, or stumbles taught you the most?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,18,general,False,Is there a theme that keeps recurring in your work or study?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,19,background,False,Who might recognize their own journey in yours?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,20,current_focus,False,"What 3-5 main stops, projects, or challenges mark the path—listed in order?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,21,general,False,"What’s your current role, and what single experience ties you to this theme?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,22,general,False,What fact links present-you to this topic?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,23,general,False,What led you to shift from wet-lab biotechnology work to computational biology and software development?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,24,general,False,How did your studies in biotechnology influence your approach to programming and software design?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,25,technical_deep_dive,False,"Can you give an overview of MicW2Graph, VueGen, and VueCore, and explain the main problem each tool addresses?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,26,technical_deep_dive,False,"When developing these tools, how do you balance technical constraints with the biological complexity of the data?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,27,current_focus,False,How has working on open-source projects shaped the way you approach problem-solving and collaboration in bioinformatics?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,28,future_outlook,False,How do you see the role of bioinformatics software developers evolving in the next few years?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,29,practical_advice,False,What skills or approaches have been most valuable in your transition from biotechnology to bioinformatics?,podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-06-sebastian-ayala-ruano,Sebastian Ayala Ruano,From Biotechnology to Bioinformatics Software,30,current_focus,False,"How do you decide which projects to develop as open-source tools versus more specialized, internal solutions?",podcast_examples/Podcast/Archive/2025-10-06 - Sebastian Ayala Ruano - From Biotechnology to Bioinformatics Software.docx
2025-10-14-rileen-sinha,Rileen Sinha,Applying ML: An ongoing personal journey,1,background,True,How would you like us to introduce you?,podcast_examples/Podcast/Archive/2025-10-14- Rileen Sinha - Applying ML_ An ongoing personal journey.docx
2025-10-14-rileen-sinha,Rileen Sinha,Applying ML: An ongoing personal journey,2,current_focus,True,What are you currently focused on—projects or themes you’d enjoy discussing?,podcast_examples/Podcast/Archive/2025-10-14- Rileen Sinha - Applying ML_ An ongoing personal journey.docx
