episode_id,source_file,source_url,title,season,episode,guest_ids,time,seconds,question_order,question_category,question_text,context_header
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,40:17,2417,17,business_impact,I wish I coded more because I do a lot of operational work these days. Another thing: you mentioned freelancing as a lifestyle business. What exactly do you mean by that?,"AI Tools for Productivity: Claude, ChatGPT, Cursor"
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,48:14,2894,18,technical_deep_dive,"And all this is on datafreelancer.com, including your job board and freelancer rates, right?","Course & Community: Branding, Marketing, and Support"
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,48:33,2913,19,current_focus,"That leads into diversifying the business. Your main focus is on client projects, but you also set aside time for other ideas like the course. Do you do anything else?",Subscription Model & Client Relationship Management
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,51:54,3114,20,general,"I assume you have contract safeguards to prevent abuse. You clarify what work you do or don't do, right?",Subscription Model & Client Relationship Management
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,56:47,3407,21,technical_deep_dive,"The book also suggests moving away from hourly rates to packaged project models. That means pricing by project, not by hour, right?","Pricing Strategies: Hourly, Project Packages, and Transitioning"
20-9-data-freelancing-career-strategy-market-demand-and-client-acquisition,_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-freelancing-career-strategy-market-demand-and-client-acquisition.md,"Building a Sustainable Data Freelancing Career: Market Validation, Client Acquisition & Strategic Positioning",20,9,dimitrivisnadi,59:31,3571,22,current_focus,"We have an audience question: How do you transition into freelancing with a three-month notice period, which is common in Germany? Projects often need short-term availability, but you might not be able to start right away.","Pricing Strategies: Hourly, Project Packages, and Transitioning"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,1:26,86,1,technical_deep_dive,"This week, we'll talk about data leadership coaching – inclusive data leadership coaching. We have a special guest today, Tereza. This is not the first time Tereza is here. We already interviewed her. Was it like two years ago?",Episode Introduction & Guest Re-introduction (Inclusive Data Leadership Coaching)
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,2:41,161,2,background,"Before we go into our main topic of data leadership coaching, let's start with your background. Can you tell us about your career journey so far? Also, maybe you can mention what changed in these two years – between our last interview and today?",Career Journey: From Computer Science PhD to Data Lead and Coach
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,7:43,463,3,general,What do you mean by incognito? Like you didn’t officially announce on LinkedIn or anywhere? But people are still coming to you for that.,Career Shift: Challenges of moving from Individual Contributor to Lead
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,10:14,614,4,practical_advice,"Because like I have a totally different context, they're busy with other stuff, and they don't have time to really go deep into your problem and then give you advice. Right?",Manager Bandwidth Limits: Need for independent problem-solving
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,11:02,662,5,general,Why do you have this “Death by Pizza” T-shirt? Or is it unrelated?,Manager Bandwidth Limits: Need for independent problem-solving
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,11:29,689,6,general,"Since you mentioned that, maybe you can briefly talk about Python Pizza? What is that?",Community Format: Python Pizza conference and newcomer talks
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,11:38,698,7,general,Is there pizza?,Community Format: Python Pizza conference and newcomer talks
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,11:42,702,8,general,"Because there's pizza, right?",Community Format: Python Pizza conference and newcomer talks
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,12:38,758,9,organizational_reality,"Going back to your idea of “You cannot eat too much pizza – six, seven slices at most. And the same with the team – you cannot manage more than six, seven people at once.” Right?",Team Span-of-Control: Pizza metaphor for sustainable management
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,12:58,778,10,general,"How do you feel after that? Because every time I eat pizza… I don't feel that it's enough for me. Right? And then I eat, eat, eat – until it's super too much. Just too much. And then like, “Okay, no. It was too much.”",Team Span-of-Control: Pizza metaphor for sustainable management
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,14:14,854,11,practical_advice,"So do you think we can learn these skills? If I'm a senior data scientist and, all of a sudden, I find myself in this situation where I need to figure out what to do without being told and I'm expected to actually not be told but figure things out . What's the most effective way of learning this? You mentioned that, “Okay, I'm an engineer. I can figure this out as I go.” Which is what most people probably do. But this is not always the best… the most optimal strategy. But is this the only strategy or can we do it better?","Leadership Learning: Courses, awareness, and building feedback culture"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,16:56,1016,12,general,"Sorry, I interrupted you. Did you finish your thought?","Leadership Learning: Courses, awareness, and building feedback culture"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,17:02,1022,13,general,"Instead of architectural decisions that I'm used to making as a Senior Engineer, now I have to think about other things. They just are super unusual, unnatural, unknown. I just feel completely lost when I even look at these courses. Maybe I was unlucky with the courses? Or what do you think?",Leadership Training vs. Self-Study: Practical workshops and frameworks
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,19:43,1183,14,general,"For example, you need to give feedback because somebody… I think this is what you mentioned, right? Somebody is maybe not doing a good job, but you don't want to be super upfront and say something like, “Your work sucks.” Because this can hurt other people. You're trying to be direct – you're trying to convey as much information in as little time as possible, because this is what engineers like doing. But if you just say, “This sucks,” that can hurt other people’s feelings, right? So you need to train… You need to learn how to give feedback correctly.",Feedback Skills: Giving constructive feedback without hurting relationships
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,23:07,1387,15,organizational_reality,What do you actually do as a coach? One thing you mentioned is that you organize these feedback sessions (team trainings) where the entire team learns how to,"Coaching Focus: Increasing impact, promotions, and strategic mindset"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,23:20,1400,16,general,But what do you do as a coach?,"Coaching Focus: Increasing impact, promotions, and strategic mindset"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,24:25,1465,17,general,Yeah. So it's about setting the wrong KPIs to assess the person. You need to highlight that. Right?,"Coaching Focus: Increasing impact, promotions, and strategic mindset"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,28:07,1687,18,general,"What you said, I think, when I asked you what you do – you said, “Most people who find me have these sorts of problems: how to get promoted, how to have more impact.” But I'm wondering, how do they find you, exactly? Are you on some sort of coaching platform?","Data Work Visibility: Foundation work, product mindset, and KPIs"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,28:28,1708,19,general,"Do they reach out to you directly, or what?","Data Work Visibility: Foundation work, product mindset, and KPIs"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,29:51,1791,20,technical_deep_dive,"So if I correctly understood what you said – you regularly post on LinkedIn and then in your profile, there is a link to your Calendly and people find this link. You probably say that “I coach” or “I consult,” and then people find the link to your Calendly, where they can book a slot with you and discuss all these problems. And then what you offer is a “one-off” consultation, which is just one hour, or more regular coaching. Okay. And how did you actually find out that this is the way you want to do it? Why a Calendly link? Why LinkedIn? Why not, I don't know, partner with a website that offers coaching? I know there are websites where you can find some sort of catalog (a marketplace) of mentors, where you click “Okay, I need a data leadership mentor.”","Coaching Delivery: LinkedIn, Calendly, one-shot sessions, and CV reviews"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,31:36,1896,21,general,"Basically, it’s trial and error, right? You found out, eventually, that this combination works for you in the best way?","Coaching Delivery: LinkedIn, Calendly, one-shot sessions, and CV reviews"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,32:26,1946,22,general,Is it the only thing you're doing right now? Or do you have other activities?,"Coaching Delivery: LinkedIn, Calendly, one-shot sessions, and CV reviews"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,32:34,1954,23,general,Pod cats?,"Coaching Delivery: LinkedIn, Calendly, one-shot sessions, and CV reviews"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,32:37,1957,24,general,What is that?,"Coaching Delivery: LinkedIn, Calendly, one-shot sessions, and CV reviews"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,33:30,2010,25,general,Shades and Contrast? What is that?,"Side Projects & Partnerships: PyPodcats, Shades & Contrast, Responsible AI"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,34:38,2078,26,general,"Okay. This is very interesting and motivating, so thanks for sharing that. How do you usually…? When somebody approaches you, you probably have some sort of framework of how exactly you're going to help them. Do you have something like that? How does it usually go?","Coaching Approach: Blending coaching, mentoring, and practical advice"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,36:09,2169,27,general,"So just a general consultation, right? You can do a bit of coaching, a bit of mentoring.","Coaching Approach: Blending coaching, mentoring, and practical advice"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,37:13,2233,28,general,"But you need to be able to sell yourself, right? And Americans…",Self-Promotion vs. Bragging: CV culture and owning achievements
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,38:06,2286,29,general,"Well, right now it's my main activity. Bragging? Well, when people ask me what I do, I just tell them. Does it count as bragging? Maybe?",Self-Promotion vs. Bragging: CV culture and owning achievements
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,39:29,2369,30,practical_advice,Is this something you also recommend your clients to do – the retrospective?,Personal Retrospectives: Tracking wins and the two-year rule for topics
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,41:35,2495,31,practical_advice,"That's such a good piece of advice. I regularly find myself in this situation, when somebody approaches me and says, “Hey, we want to invite you to talk at a data conference.” And then like, “Okay, I've stopped being an individual contributor like four years ago and all I did was talk to people as a data science lead. What am I supposed to talk about?”",Personal Retrospectives: Tracking wins and the two-year rule for topics
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,45:10,2710,32,general,"The community is super distributed – people are everywhere in the world – yet, they need to make a decision. The decision-makers are spread around the globe, but you need to reach some sort of consensus – like, “Do you accept the pull request?” Or what needs to be done.",Communication Overhead: Behind-the-scenes work for models and open source
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,46:00,2760,33,technical_deep_dive,"Often, the case is (at least in the company where I worked) that we all have different reporting lines. I have my Head of Data, for the Product Manager, they have a Head of Product, for Engineers, they have an Engineering Manager. In such a setup, I need to go to the Product Manager and convince them that “Look, we need to try to get this on the roadmap, because this is important.” There is no way I can go through my manager – it’s super complex because it will never reach . So I need to convince that person in front of me that this is a good idea. There is a question from Antonis, “Do you have any tips regarding influencing? How do you actually do this when you don't have any authority?” Which is especially true in the case of data folks.",Influencing Without Authority: Speaking different work languages & active listening
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,48:59,2939,34,general,"How do I get them to do what I need? That sounds horrible. But I mean, I have a project and I need to get this on the roadmap – how do I do that?",Influencing Without Authority: Speaking different work languages & active listening
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,49:17,2957,35,general,And I do that by active listening?,Influencing Without Authority: Speaking different work languages & active listening
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,54:24,3264,36,technical_deep_dive,"I noticed that we need to finish quite soon. But there is one thing I wanted to ask you. The topic of today's interview is “inclusive data leadership coaching”. We talked about data leadership, we talked about coaching, but we did not talk about “inclusive”. So what does it mean, and how do you do this?","Inclusive Leadership: Defining inclusion, avoiding exclusivity, and cultural diversity"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,55:05,3305,37,general,What does it mean to be exclusive?,"Inclusive Leadership: Defining inclusion, avoiding exclusivity, and cultural diversity"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,56:15,3375,38,story_moments,"Okay. All this empathy, and trying to put yourself in the shoes of the other person, and then understanding why they should care about our problem – of what they care about in general – these are all aspects of being inclusive, right?","Inclusive Leadership: Defining inclusion, avoiding exclusivity, and cultural diversity"
18-1-data-leadership-coaching,_podcast/data-leadership-coaching.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/data-leadership-coaching.md,"Data Leadership Coaching: Transition to Manager, Stakeholder Skills and Team Impact",18,1,terezaiofciu,57:48,3468,39,practical_advice,"Okay. If anyone needs a coaching session from Tereza, you will find the link on your LinkedIn profile. Right? Okay. So, thanks again, and goodbye.","Closing & Contact: How to reach Tereza, Calendly and further resources"
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,38:47,2327,1,general,"Yeah, you see the question, did you? It's in the archives. In your opinion,","Community Longevity: Active engagement, investment, and self-organization"
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,39:14,2354,2,technical_deep_dive,So why are data scientists still around? It indicates that the role involves more than simply taking a CSV file and training a model.,AI and Roles: Impact of AutoML/LLMs on data analysts and data scientists
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,42:39,2559,3,general,"Would people prefer to talk to AI? Maybe it's just a German thing, but sometimes I feel worse after going to a doctor.",AI in Healthcare: Human touch versus automated assistance
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,51:22,3082,4,general,"Exactly. So, is there anything I or others can do to help our community grow and improve? That’s from Dayton, you know Dayton?","Growth Objectives: More sponsors, new courses, and instructor autonomy"
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,56:27,3387,5,general,"That’s awesome! Now, this is a question from Johanna: how do you prepare the questions for the podcast? How has this evolved over time?",Course Schedule: Stock market analytics rerun and upcoming workshops
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,57:48,3468,6,general,Were you surprised that not all the questions you prepare get asked?,"Podcast Workflow: Guest research, question prep, and interview process"
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,58:22,3502,7,general,"So, you’re kind of a podcast host yourself now, right?","Podcast Workflow: Guest research, question prep, and interview process"
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,58:47,3527,8,general,"However, you should keep market conditions in mind. It’s difficult to be a junior right now because companies are very reluctant to hire juniors. It’s a bit odd because everyone wants seniors, but seniors get promoted, change jobs, or become self-employed. Someone needs to replace them, right? The population of seniors is dwindling, but companies still need fresh blood. In theory, the hiring pyramid should have a lot of juniors, fewer mid-level, even fewer seniors, and so on. But right now, that pyramid is a bit skewed.",Career Advice: Starting in data science now and junior hiring realities
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,1:01:20,3680,9,practical_advice,"Recommendation? Well, right now I’m reading The Boy in the Striped Pajamas.",Personal Reads: Book recommendations and current reading
19-3-datatalksclub-scaling-and-free-courses,_podcast/datatalksclub-scaling-and-free-courses.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/datatalksclub-scaling-and-free-courses.md,"Inside Scaling DataTalks.Club: How We Built Free Data Engineering, MLOps & LLM Courses",19,3,alexeygrigorev,1:02:41,3761,10,general,"Well, on that note, it was a pleasure! Do you have anything else we should mention?",Closing Remarks & Thank You
19-5-from-large-hadron-collider-to-data-science-research-software-engineering,_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,"From Collider Physics to Data Science: Research Software Engineering, Interview Prep & Mentorship",19,5,anastasiakaravdina,2:05,125,1,background,"And finally, I want to join you in thanking Johanna for preparing the questions for today’s interview. So, thanks to Johanna for her help. Let’s start with your background. We’ll dive into the details of your experience later, but could you briefly outline your career path so far? I think I already touched on that in the intro, but maybe you could give us a short overview of your journey.",Guest Background Snapshot
19-5-from-large-hadron-collider-to-data-science-research-software-engineering,_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,"From Collider Physics to Data Science: Research Software Engineering, Interview Prep & Mentorship",19,5,anastasiakaravdina,3:59,239,2,general,Which part of Russia are you from?,Guest Background Snapshot
19-5-from-large-hadron-collider-to-data-science-research-software-engineering,_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,"From Collider Physics to Data Science: Research Software Engineering, Interview Prep & Mentorship",19,5,anastasiakaravdina,4:06,246,3,general,Where in Siberia?,"Origins: From Novokuznetsk, Siberia"
19-5-from-large-hadron-collider-to-data-science-research-software-engineering,_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,https://github.com/DataTalksClub/datatalksclub.github.io/tree/main/_podcast/from-large-hadron-collider-to-data-science-research-software-engineering.md,"From Collider Physics to Data Science: Research Software Engineering, Interview Prep & Mentorship",19,5,anastasiakaravdina,5:18,318,4,general,The university there is quite well-known. And where in Germany are you based now?,Relocation & Life in Hamburg
